No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
104,Magnet,-2,88,,,,,,
105,Magnet,0,23,,,,,,
106,ItemBox,-1,79,,,,,,
107,ItemBox,1,45,,,,,,
108,ItemBox,1,38,,,,,,
109,Cannibalism,-2,92,,,,,,
110,Cannibalism,2,91,,,,,,
111,Cannibalism,1,88,,,,,,
112,Cannibalism,0,69,,,,,,
113,Cannibalism,3,62,,,,,,
114,Cannibalism,1,56,,,,,,
115,Cannibalism,0,52,,,,,,
116,Cannibalism,3,42,,,,,,
117,Cannibalism,0,35,,,,,,
118,Cannibalism,1,31,,,,,,
119,Cannibalism,-1,25,,,,,,
120,Cannibalism,-2,21,,,,,,
121,Cannibalism,3,20,,,,,,
122,Cannibalism,1,12,,,,,,
123,Cannibalism,-2,11,,,,,,
